class,text
1,takých duškov tu máme neúrekom. a vaše zrkadielko vám čo povedalo?
1,som zvedavý kedy ho pustia domov 
1,a čo bude s trnkom.?
1,vy ste sa boli uz testovat?
1,pán premier
1,len tak ďalej ... hore
1,len aby dusko po tej karantene neskoncil ako trnka
1,takze aj vasi poslanci su nezodpovední ked boli pozitivni?
1,karanténa predsa platí  to boris ju viezol na vyšetrenie ??????.....
1,matovič
1,neber ty úplatky
1,no toto je naša vláda s boriskom na čele - v čase najväčšej  pandenii ked súčasne prebiehalo pilotne testovanie najrizikovejších miest namiesto toho aby bol v niektorých týchto miest si užíva  v limuzíne .........
1,zalez do piče ty magor
1,igor si topka pre spravodlivist na
1,ma vyzulo
1,nebudem zodpovedný
1,#nepokazmesito
1,pan premier co mienite robit s predsedom parlamentu...ktory porusil vsetky zakazy s ktorymi na nas vsetkych tlacite???
1,dúfam že ti už odzvonilo
1,teraz si zabel ...igi....
1,ešte počiatek
1,moralku si nam nastavil zlodejom na cele a za ruky s don plodicom. aspon kazdy tyzden madam troskova meni vzhlad a raz za cas aj pohlavie. nebud ako zlodej alebo plodic
1,krycie meno igora je duško
1,vam by tu mali zakazat co i len tuknut... ‍‍‍‍
1,a nebud igorko
1,duska ma každý v paži
1,...vo velkom mnozstve rodin na slovensku zacina panika
1,p. premier kedy date ludom riesenie? kedy sem napisete ako posilnit imunitu?
1,borisko a tá pani kam išli na aute? nebolo to o jednej v noci a ani o druhej ani o tretej ani štvrtej...
1,vedeli sme to vtedy vieme to aj teraz sám si sa ukázal jaka si hnusná špina igor
1,riško vodu kaze vino pije...nebud ako riško...
1,včera 
1,sa chod liecit matelko si chory na hlavu
1,zas o krok bližšie k hranolovi
1,ja som si myslel že väčší chuj nebudeš...ale pokazil si si to.....si...každým dňom
1,igor matovic keby teba nebolo tak sme doteraz len hlupe ovce kusy ficovlady a nic by sme sa nedozvedeli ake svinstva porobili ich sluhovia v prokurature na súdoch a v policii!!! igoor dakujeme!!! drzime palce!!!
1,a čo sa deje s týmto prípadom ?  kde sa mal jano deliť s robom len jano bol prešpekupovaný a nedal robovi celú polovicu. 
1,berme si príklad
1,a na stare kolena chlebik s lekvarom namiesto kaviaru. to je tragedia
1,pán premier a ako to máte s borisom....či tu morálka nie je až taká dôležitá??????
1,najsilnejší argument pre vydrzanie koalície je práve vyčistenie verejnej správy od ficovych korupcnikov... predtým ako tam svojich korupcnikov podosadzuje pelle.
1,mafia je oľano!!!
1,len aby si ty nešiel náhodou za nim !!
1,nebuď ako duško...čo tak
1,najprv si upracte vo vlastnom bordeli !!!
1,debil
1,len aby to neskončilo ako s kočnerom. veľký mega proces a prd z toho.
1,uz sa vari voda aj na tu najvacsiu svinu...
1,vy by ste mali byť v karanténe vsetci i keď je kotleba pozitívny... na vas to neplati
1,duško si nasadil rúško
1,musím sa smiať čo vypisuje 
1,tak toto vás zaujíma?to že ľudia prichádzajú o robotu  nemajú z čoho platiť účty a noha sa každého nového dňa
1,nezabudni
1,pan matovic..neporusujete nahodou chartu osn???ako si dovolujete pachat na nas ludoch tieto otrasne ciny???a nezabudnite ma zablokovat!!!treba sa proti vam postavit..slovensko ide o nasu buducnost..!!!!
1,...bravo igor
1,aj tak tieto nenávistne komentáre píšu smeracky trollovia lebo sa boja že aj na nich príde najlepšia obrana je útok všetci tí čo majú za ušami útočia na premiéra aby zo vyznelo že ľudia sú proti nemu co by mu mali ďakovať celé na hlavu
1,matovič si sklamal občanov slovenska ktorý ťa podporili vo voľbách.
1,ako nehnevajte sa pán premiér vy od nás všetkých chcete aby sme sa išli otestovať a čo kebyže si to aj vyskúšate vy ? vy ste povedali že neboli ste ani raz na testovaní že keď ostanú nejaké testy tak pôjdete či ako ste to povedali my všetci ľudia máme ísť ale vy nemusíte tlieskam toto mi nejde do hlavy každý sa na tom smeje že 
1,dilino
1,slovenská lekárska komora (slk) v stredu (28. 10.) vyzvala vládu sr k tomu
1,čisto traaaapny kokot
1,ako? nemértem
1,"""ale je to radostné keď si tak významní človek"""" robí sám zo seba srandu že je sprostý a nevzdelani a ze robí hanbu celému slovensku lebo sa nevie vyjadriť.. a nieze len pred slovákmi ale hanbu robi po celom svete """""""
1,boh ho skare za nase detí.
1,igor a nezabudni  zavrieť  oči  keď  pojdes  spat  :d trápne  staré  ale  dobré  a na čo  nám čas  keď  sme  ešte väčší  otroci lol
1,voloči óľajno
0,marianna holečková
0,pr
0,crop your screenshots you ungodly heathen
0,baška..  one time next time
0,ja nezabudnem na niečo iné !!!
0,nase lajky su vase kridla
1,ty buzerant
1,keď si chcel byť influnecer ale nevidalo to
0,toto nemá chybu.
0,dakujem ze ste mi zlepšili náladu pan premier
1,ty si daj uz gulku do hlavy .....aj  tym tvojim dobrovolnim nasilu testovanim ...lutujem.kazdeho jedneho obcana sm7tno mi je z toho ze ludia v tom podporili a isli ..ach boze
1,nemalo to byt naopak? z next time na one time?
1,zdielat status uan tajm je ftipne ale urobit print skrín a dať ho next tajm zavana egocentrizmom a nedostatkom sebavedomia...
1,igor matovicváženy pán igor matovič.chcem sa vám poďakovať za opätovné zruinovanie života! naozaj veľká vďaka patrí vám. zachraňujete opatreniami ludí pred covid-19 to vám patrí česť
1,boze kolko zla prudi z niektorych ludi..neuveritelne.. ved postoje a nazory  sa daju napisat 
1,igor. neviem ako
1,opakovany vtip uz neni vtipom
0,pán matovič nehnevajte sa že vás otravujem v tejto zlej situaciji ale dnes som bol v meste a všade kde som chcel isť na kavu tak ma upozornili že na vlastnu zodpovednosť môžem piť kávu na terase a hrozí mi pokuta 1000eur ..a idem okolo herňi kde su automaty na hranie tam je každy automat asi 20 cm od seba a sediaci su nalepeny na sebe ale stroje funguju a hrať sa hazardne hry možu ale vodu vam nedaju nechapen neni to troška chore v tychto tažkych časoch ludia prehravať peniaze môžu ale piť káwu pri vzdialenosti 2 metrov nemôžu myslite na všetko nie iba ma to čo vám vyhovuje ďakujem a este raz prepáčte ale nedalo mi to aby som vam nenapisal
1,na teba debila sa nedá zabudnúť..
1,nemachruj s lajkami
1,myslím 
0,igor matovic
1,ano 50 tisic ludi ...ale len preto ze sa každý z vas smeje
0,no len ci si aj ty nezabudol
1,nie je každý magor igi..
0,ak myslíte vaše van tájm a next tájm
0,pele odchadza do vecnich lovisk
0,veru nie!
0,jedine igor matovic je zachrana pre slovakia !
1,strasne vtipne..
1,p. matovič 
0, wtf
1,vyhrali ste najtrapnejší premiér v slovenských dejinách v mene celej mojej rodiny vám blahoželáme
1,vy si hlavne v parlamente nezabudnite správne nastaviť dátum a čas
1,nezabudli sme nebojte nezabudli kdo ničí slovensko ‍
1,no verte tomu 
1,škoda
0,skor off timekde to ma vypinacprosim vas
1,to budeme robit na jar. teraz sme to posuvali z one time na last time.
1,uz sa daj liecit lebo odchadzame pre teba do inych krajin name tu deti ktore tu cely život chodia do školy a škõlky mame tu domy samozrejme na hypo ale všetko musime nechat a odist s tej krajiny ktoru si dojebal a aj do nas mladych ludi aj našich deti   a robiš sa na zachrancu naroda si clovek bez charakteru sucitu srdca hoci by som mal is do kanady napr ale pokial ty tu budes vladnut tak jebem na vsetko ze tu som vyrastal pracoval ale trpiet budu moje deti pre teba žeby ce pan boh pokaral
0,igor matovic vyrieste prosim uz tych samozvanych sudcov krajnikovu a harabina
0,dufam
0,nieeeee
1,na to nezabudneme nikdy
0,na teba sa len tak lahko nezabudne premier spasitel.
0,igor
1,pan premiér
1,darmo
0,   keby len toto bol svetový problém
0,keby si radšej riešil to čo máš
1,na takého kokota nezabudneme nikdy ako si ty igorko
0,nemjelo to byt opačne z next tajm na vajn tajm?
0,už by to mohlo skončiť.
0,mega vtipný ste
1,o egoizme
1,len hanbu robíš slovensku
1,jojo uzili sme si: 
1,ee
1,opakovaný vtip je niečo ako stierače na ponorke. poprosím nedávať mi lajky za tento trápny koment.
1,na slovensku po slovensky!
1,nezabudli@igormatovic
1,tak ja neviem. táto jeho insita je už dosť dlho cez.
1,50 tis like za jednu vetu . tomu sa hovorí slušný jackpot .
1,ocividne si tu dakto zabudol pretocit hodinky a sprava sa na facebooku jak keby mal 19 rokov
1,nezabudli
1,technika nezabuda- vsetky hodinky sa mi prestavili same...ps: technika chyby nerobi
1,opakovaný vtip
1,s dankom by ste sa mali prestat venovat politike à zacat robit spolocnu standby comedy. ludia by vas mali radi.
1,vďaka za pripomienku hovorím si že už je 12:00 a na mobile mám 11:00
1,nie
0,dúfajme aby duško nezabudol ‍‍
1,som zvedavá ci po celoplosnom testovaní sa uz prestane hovorit
1,bože tento
1,pán premiér ani vy ste nezabudli upozorniť dopravakov z borisovej buračky už hodinu po nej
0,trocha som nepochopil
1,začnime toho psychopata magora ignorovat vyziva sa v tom ze reagujeme na jeho ubohe chore primitivne prispevky satanova sekta tam je nedajte sa ludia oblbnut takemu choremu psychopatovi  ...
1,po takom upozorneni? kto by mohol....
1,kto uz by na teba ty satan zabudol ??
1,nezabudni sa od streliť hneď sa bude krajšie žiť
1,ja som zmenil z next time na one time
1,server mobilnej siete mi automaticky prenastavil čas na na všetkých zariadeniach.
1,tento pan ma bavivie si spravit zo seba srandu
1,eú uvoľňuje  peniaze na nákup antigénovych testov... náš premiér je priekopník
1,peter greguš
1,status pisat ano reagovat nie len aby sledovanost bola.. mna by velmi zaujimalo ak mam ostat v karantene 10 dni ak nepojdem nna testy.. a dalsie prestestovanie je  o tyzden.. a nato opat nepojdem tym padom zasa mam ostat v karantene daalsich 10 dni?? ak nie potom aky mma vyznam opatovne pretestovanie ak ty co neboli na prvom nepojdu ani na druhe.. a 10dni po prvom mozu chodit volne.. ak by sa to dalo zodpovedat bolo by super od niekoho kompetentneho..
1,ja rozumiem týmto anlickým výrazom ale štve ma a myslím na tú staršiu generáciu
1,...dnes vláda nepracuje?????
1,lajf?
1,ste predbehol konečne blahu
0,adam pavelka ďakujeme
1,už ste tapný nech vas zaujímaju nakázeny
1,nezabudli...
1,vsetci ste dokonalí
1,nechápem tie  komentáre
1,pan matovic poprosím o vysvetlenie dobrovoľne testovanie
1,nechápem ako sa už z tým dá chváliť. ale ok...
1,si si zaplatil príspevok za 10 oči tak si macher more
1,mobil nezabudol
1,hej vtipný si ale už príď z dačim novým ani ander z košíc neopakoval svoje vtipy :d
1,len aby si ty matovič nezabudol na ľudí a nenic nám zdravie
1,prečo prosím vás ľudia
0,one time interupcie next time coronapruser dakujeme <3
1,myslim
1,nie
1,ja dúfam
0,aspoň konečne uviedol zdroj skade zdieľa alebo kopíruje
1,nie jasné vďaka za starosť
1,nie
0,frajer :)
1,neverím že toto píše on sám
1,igor matovic
0,a s kolarom si ako spokojný?? v česku primula padol a tu všetko v pohode??
0,som rád
1,tobě už bude jedno kolko je hodinpokud s těma zlo.... nepřestaneš.
1,daj nám už pokoj chod do tt a už tu neotravuj robiť politiku a komentovat ju je rozdiel
1,hlavne si ten čas zmeň sám
1,zabudla
1,igor matovic igooor!
1,a nebolo to z next time na one time?
0,som rád
0,dnes   vsak us sa ribil  ces vikend  pele
0,this is gúúúd
0,šecko pretočené
1,mlčať je zlato. sa hovorí.   vo vašom prípade to platí dvojnasob. pekný deň
0,pan matovič
0,ja som posuval z one time na previous time :d
1,väčšinou z nás sa mení čas na hodinkách automaticky. však je rok 2020...robíte sa hlupák? alebo...?
1,vy z nas robis pic...u kkt
1,dufam ze si nezabudol
1,a vy pan matovic dufam ze ste nezabudli to co ste povedali vcera ...‍
1,však máme na všetko zákaz! nepokazmesito
1,nemáš inacej roboty
1,už je to trapné pán premier!
1,ja už som v nex time
1,este cil sa smejem
1,jasné
1,uz stym niesy vtipny iba vcera sy bol dnes uz nie
1,nieeeee
1,ak si vytvorite svoj vlastny youtube kanal verim ze za chvilku predbehnete aj slovensku youtubersku spicku. (y)
1,to si zabil igor humor ti nechyba uz som prekrutila cifernik
1,keď už pomaly neni o čom písať.....
1,a kdo v tu noc robil mal overtime
1,ale veď akoby sme mohli???
1,trotl bez teba by to ľudia ani nevedeli.
1,ze pomaly ale isto končite? rozhodne nie
1,saskovi ide karta. ma vela lajkov‍ ale next tajm nebudu
1,môj hlas už nikdy nedostaneš... nie preto ze len newies štát zachovať  v bezpečí a postarať sa oň ale ešte takéto blbé statusy....
1,v pondelok ráno toto je jediný problém? radosť žiť na slovensku
1,jasné
1,hlavne ty nezabudni rešpektovať ústavu sr a prestaň ju prekračovať. žiadne sankcie za odmietnutie testovania nie sú zákonné. tobôž nie preukazovanie sa lekárskymi nálezmi policajtom a vojakom na ulici.
1,nieeee
1,ano
1,bez komentára
1,daj nám už pokoj nechaj nás žiť !!!! rob si srandu pred zrkadlom
1,no naco???
1,na toto sa tak ľahko nezabudne
1,oh noooo
1,ano pod hrozbou zakazu vychadzania a vyhodenia z prace a pod ... mozete si tlieskat
1,prezidentka nám vrazila dýku do chrbta
1,ty dementko na orave je teraz este viac nakazených ako bolo...
1,je mi steba tak zle clovece ze len rano otvorim facebook a chce sa mi blut stoho co robis ako ludi zastrasujes toto sa nerobi pan premier je to na zamyslenie jedno povies o pet minut to uz neni pravda riesis si byznis stestami aj zo svojimi kumpanmi .ja kazdemu zelam zdravie na slovensku nech bude zodpovedny a tebe predovsetkym daj sa otestovat na hlavu lebo tvoje konanie a verejne vystupovanie  nieje ani zdaleka hodne aby clovek ako si ty zastupoval slovensku republiku a zastupoval post premiera vlady slovenskej republiky robis hambu celemu narodu dpametaj sa bud to rob poriadne a ludia ta budu akceptovat alebo odstup z postu premiera
1,testovanie ma byt ozaj dobrovolne a nie  donutenie  aby ludia neprisli o pracu myslim si ze toto nie je normalne  !!!!
1,ešte počkajte koľko ľudí bude nakazených čo sa nakazili pri tom testovaní
1,jediny kto tu robi politiku ste vy...ak by vam naozaj islo o zdravie obcanov tak by ste nas neprinutil ist sa dat 
0,dobrý premiér ktorému ide o dobro krajiny
1,jediny kto zastrasuje
1,oravci sú kloni ! pravý oravec by ťa nakopal do hlavy blb !
1,šak ty zastrašuješ celý národ
1,who znížila nebezpečnosť covid19 na úroveň virózy27 októbra
1,takáto špinavosť
1,ahaaaa 140 tisic ludi sa dalo testovat aby zistili ze aj ked su negativny su pozitivny?!?! ty idiot!!! keby si nemal v prasine otruby dal by si tie peniaze do zdravotnicstva keby ti tak zalezalo na ludoch ale tebe zalezi na prachoch co dostanes z tej zasranej eu
1,všetko je to dobrovoľne na silu bud sa pôjdeš testovať alebo prídeš o prácu? si obyčajný arogantný človek bez chrbtovej kosti!
1,nikto nepochybuje že pozitivny človek je šíriteľ
1,nemali na vyber
1,robí sa to ag na dva krát lebo keby sa to robilo laboratórne trvá to dlho(pre dementov veľmi) je náročné finančne aj kapacitne.... za 3 dni 140tis. testov.... chápete ?
1,ze vraj dobrovoľne nedemokratické správanie štátu hanba sk vláde a hlavne že ľudia nejdú do ulíc bojkotovať ako česi vždy budú lepšie na tom ako sk....
1,vyrocie 17.ix. je tu onedlho. hadam narod sa spoji a neskoncime vdaka igorovy v hnoji go1989go
1,ak by boli take testy od vas aj na tehotenstvo! tak vasa mama je dodnes panna a igorko sa len niekde vyskytol v tt.taka je ich kvalita! a je to z donutenia! ak nepojdem tak ma do prace nepustia a vyhodia ma z prace!
1,asi tak
1,uspech ziskani na zaklade vydierania ludi....gratulujem.
1,uzasne
1,myslim
1,udaje dokazuju ze je to v postate podone ako chripka a z nejj nikto nerobí twakýto byznys -. ste kurvy
1,zapredaný matovič  - ničíš slovensko ... ničíš ludí...
1,ci sa zvladne cele slovensko a za sobotu a nedelu piatok zrusil urcite nie
1,a čo iné im akože zostávalo ??? išli lebo museli! nemali na vyber ! žijeme na slovensku kde si nikto nemôže dovoliť prísť o prácu
1,who - svetová zdravotnícka organizácia úplne mení názor na nebezpečnosť corona vírusu. ——————————————————————————-who mení všetky svoje vyjadrenia o covid-19 “je asi 10x menej nebezpečný ako sa predpokladalo.”“covid-19 je ešte menej nákazlivý a nebezpečný ako chrípka. v podstate je nebezpečný len ako bežná viróza.”odvysielala cnn prima. ——————————————————————————-som zvedavý čo na to teraz matovič
1,denisa banacka soványová szerinted ez nevetséges
1,to si fakt neuvedomujete
1,#igormatovic depp
1,je smutné
1,jediný
1,aj ludia v koncentrakoch verili
1,debata odbornikov a vedcov
0,po boji bude každý general
1,ja zasnem
0,všetci dostanú pri testovaní taký skafander??
1,"""neska nam to prislo do roboty bud test alebo dovolenka lebo doktor ma nezobere lebo nemam test ...  a pred vianocami mat 10 dni dovolenky navyse to uz by som bol inde ... neni nad kvalitnu dobrovolnost"""" ... her firer ako poviete tak bude ... """""""
0,presne tak pan premier-igor...vsetkym co pochopili vaznost situacie patri hold a velka vdaka a respekt.a vsetci ty co z toho robili matovicovu show sa mozu hambit a ja na ich mieste by som sa postavil pred zrkadlo a pmyslene si naplul do tvare.o koho ide to oni dobre vedia...zelam vsetkym slovakom taku istu ucast pri dalsom testovani.zase sme dokazali ze sme uzasny narod...velka vdaka slovac.j.watta
0,igor matovič
0,vážený pán premiér
0,keď v piatok boli v týchto okresoch fronty
1,"""‍ blbcom staci toto za 50 mega a su happy ‍love su tam kde maju byt a stado bolo hnane pod vyhrazkami... samozrejme dobrovolne"""" ‍"""""""
1,pokiaľ viem
1,vytvárate nátlak 
1,najdôležitejšia úloha tejto doby je zbaviť sa škodcu matoviča
1,najtrapnejsi je bohužiaľ igor matovič
1,zastrasoval si iba ty matovic....
1,keby to bolo dobrovolne nemal by si ani 30%   preco predavacky v obchodoch nepotrebovali takyto skafander co mas ty na sebe ked je to take nebezpecne ved oni su denno denne v kontakte tiez uz 7mesiacov so 100vkami ludi odkedy je tu strach ktory tu ty zivis..ja by som tebe v zivote ani ruku nepodal
1,te imru sak ked chcu ist do roboty tak museli
1,pride mi to ze si sa zaradil ku slobodomurarom!!!
1,dobrovoľné nasilu neni sa tu čím chváliť samochvala hovno stala
0,who - svetová zdravotnícka organizácia úplne mení názor na nebezpečnosť corona vírusu.——————————————————————————-who mení všetky svoje vyjadrenia o covid-19“je asi 10x menej nebezpečný ako sa predpokladalo.”“covid-19 je ešte menej nákazlivý a nebezpečný ako chrípka. v podstate je nebezpečný len ako bežná viróza.”odvysielala cnn prima.——————————————————————————-
0,máloktorý štát má takú možnosť ! treba využiť takú možnosť
1,ty idiot
0,výborne p.matovič držím vám  prsty
1,keby mňa niekto vystrašil
0,premiér s veľkým srdcom a empatiou k ľuďom a s odhodlaním bojovať proti mafianom
1,naser si
1,vraj veľká účasť?!!! ale prečo?!?!??? lebo
1,tým chcete
1,ľudia prišli lebo nemali na výber.. vy ste ich k tomu donútil aby kšeft za milióny bežal ... ľudia sa báli že prídu o prácu preto taká veľká účasť.. lenže bohužiaľ takýmto štýlom keď to pôjde ďalej tak o tú prácu prídu asi tak či tak... ale niekomu sa splní sen o tak dlho plánovanom lockdowne. zadarmo to asi nebolo aj tam boli nejaké milióniky slúbené ako lukašenkovi za zavedenie tvrdých opatrení...
1,ved to je povinne!!!! keby to bolo naozaj dobrovolne tak som zvedava aka by bola ucast....
1,igorko
1,kokotovic jebnuty ludom to dal rozkazom !!!
1,šašo samoľúbi keby tak nekecal sprostosti 
0,bravó. igor! si jednotka! a verím
0,vy face shield
1,tak to to pripomina
1,závislosť na facebooku p igor matovic? vy nie ste teda confident
1,prepáčte mi
1,nerozumiem ako sa môžete chváliť účasťou na testovaní
1,keby to nebolo nútené...trápnymi vyhrážakami.. ta ci každý.. co?. vieš co
0,počuj igor
1,pán igor ja cítim tak
1,testovanie nedobrovolme pod natlakom.ludia nemali na vyber.
1,keby si ľudí nestrasil a nehral sa na diktátora
1,ty debil by ich nepustili fo prace co by zrali ty kokot
1,povedzte svojíim ovečkám pravdu komu slúžite kto je bilderberg
1,neskutočne ....tak sa vysmievať ľuďom
1,pornoherec
1,tu vám pripájam liečbu tzv. inak oshukhrat khalilov (kandidát lékařských věd) ⠀ hlavním nebezpečím viru covid-19 je
1,ak by nebolo zločinecké vydieranie
1,si na smiech
1,kedy nám už konečne ty dokážeš
1,by mala zaujímalo pán premiér
1,maju viac rozumu ako ty
1,veď inú možnosť nemali!!!!!!
1,aj negatívne testovany môže byť pozitívny jeho slova. aj na teste sa moze nakazit a to s väčšou pravdepodobnosťou pri toľkých ľuďoch čo su tam pokope....
1,udať ťa je málo magor
1,všetci ti ľudia tam neprišli kvôli tebe a tvojmu vyplakavaniu ale preto lebo chcú už pokoj chcú už normálne žiť fungovať a už urobia hocičo len nech môžu chodiť do prace a majú z čoho uživiť svoje rodiny a ver že keď po tomto si zas prídeš s nejakými ďalšími nariadeniami tak už ta vlastná žena doma prefacka a stratíš aj poslednú dôveru u tých posledných verných
1,prajem všetkým ľuďom zdravie
1,čo mi vadí na druhých ľuďoch
1,ludia sa spametajte ved na ten virus nieje liek zatial ani vakcina butde radi ze sa takto stara o vase zdravie pan premier klobuk dole pan matovic
1,blbecek sam sebe gratuluje
1,spravili ste to na jedničku  ste super ... dakujeme 
1,chvála
1,ako mohlo prijst 91%
1,"""dobrá účasť toho akože dobrovoľného"""" testovania  totalitné maniere normálne šak roztrhaj ústavu a hneď sa korunuj za doživotného vládcu  p.s. ak máš gule tak správ normálne referendum o dôvere tejto vlády (samozrejme bez zákazu vychádzania ) a uvidíš tie čísla """""""
1,riešite dôsledky namiesto toho aby ste riešili dôvody
1,lp
1,pod tlakom kktčas sa ti kráti a budeš súdený ty trnavský zapredanec
1,dobry den pan premiér chcem sa informovať ta v prípade núdze karantena v hoteloch je zadarmo aj zo stravov hradená štátom nikde o tom žiadne informácie pre domácnosti viac pracujúcich osôb. jak je to ????vie to niekto???
1,veď díka pod krkom..pôjdeš alebo skap doma o hlade!
1,ďakujeme
1,premiér igor matovic..vieze
1,tvrdíte
1,ľudia nemali na výber!!! chvalte sa za tú podlosť
1,dobrovolne na silu pod vyhrazanim straty zamestnania
1,tieto primitívne a deštrukcne komentáre sú identicke s voličmi zločineckej mafiánskej smerackej bandy a kotlebovskej zumpy
1,oni nedokázali prísť!!!! oni museli prísť
1,91 % tak to je krásne
1,čo ľuďom iné ostáva keď musia ísť  do roboty uživiť rodiny?keď vydierate bud test alebo doma..
1,viac rozumu
1,počuj matovic... ty si naozaj myslíš ze ti toto všetko len tak prejde? naozaj?.... keď nebudeš potrebný tak ta tvoji babkovodici odkopnu ako psa.. ozaj a kdeže máš mikasa?....
1,nielenze boli donuteni ale ten test je uplne nanic. niet k comu gratulovat. naopak
1,ja mám s tým testovaním len ten problém
1,ja by som mal 1 návrh
1, a máme inú možnosť?
1,bez toho vyhrážania a natlaku (vez testov pridu o slobodu a robotu) by nikto rozumný bez priznakov neriskoval účasťou  pozitivitu. proti tomu ako pravny štát máme paragrafy.
1,že ti neni na grcanie zo samého seba...
1,tebe nemôže normálny človek ďakovať
1,nikde sa neviem dopátrať v tlači
1,šak ty sám si ich zastrašil aby prišli pod nátlakom! pod hrozbou straty zamestnania
1,igor
1,všetci tu trepete hlúposti... vám
1,ale ich tu mas ritolizacov a pomotanych hlupakov.... no uzi si este par chvil slavy... pojdes kade lahsie..pekne do izolacky... tam patris
1,to referendum si spravil ty
1,debil sprostý!!!!! sak museli na silu
1,všetci tam išli z donútenia a strachu zo  straty  zamestnania ..inak by tam nikto nešiel .
1,ty magor
1,k čomu grarulujete....k donúteniu...hmmm...vy  naozaj  nezijete v realite...otras...čo stvarate...
1,ďakovačky na tb ako pri udeľovaní oskara.
1,čomu ďakujete
1,super účasť
1,iba toľko 
1,pán matovič 
1,tak jasne
1,a čo iné zostava keď je to 
1,ale ic
1,dvaja papagáji zo smeru 1a2 rasi a blanar žiaľ nepochopili ......v tv kotkodakaju......hnuss
1,jooj
1,keby si sa nám nevyhrážal 10 dňovou karantenou tak tak veľa ľudí by sa nezúčastnilo tvojho testovania
1,pan premier zase zavadza. preco neuvedie cisla podla trvaleho pobytu? kolko z tych 140k boli skutocne ludia s tvalym pobytom v danom regione? uz v piatok hlasili mnohe obce ze nemaju dostatok testov lebo im tam chodia ludia z inych okresov. v sobotu uz dokonca brali len domacich.pre toto mi chodili smsky aby sa mohli prezentovat peknymi ciselkami?pan matovic ma opat sklamal a ukazal ako s ludmi manipuluje.
1,a co ine mali robit pod natlakom a vyhrazkami?! to si ako myslite
1,v takomto mundúre vás otestujú
1,pride aj viac (lebo musia). a stale ma vela ludi najvacsie obavy z testovania v interieri. testujte aspon v exterieri len preboha....
1,toto fakt nevyzerá na zastrašovanie. a myslím že takýchto oznamov majú zamestnanci v rôznych odvetviach.                 
1,co iné ľuďom zostávalo len sa ísť dať otestovať aby nemuseli byť zavreti doma ty chuj.. ináč by sa vykaslali na celé vaše testovanie keby len nezastrasujete stále ludibanda
1,chcem sa otestovať v rakúsku bez špárania v nose 
1,bolo by dobré pán veľkomožný aby ste uznaly aj krvný pcr test.
1, p. premier
1,a čo keby tak televízia
1,kolko odbornikov je tu...
1,a kam pôjdete teraz pomáhať s testovaním....
0,drzime palce v dalsom tazkom boji
0,obetavý človek  ste vy a aj všetci čo sa pričinili o zdarny priebeh
1,gratulujem všetkým oravcom aj bardejovčanom že boli dobrovoľne na silu na testy
1,aká dôvera ľudí pán premiér?????? ten občan...rodič ktorý potrebuje ísť do práce aby sa postaral o rodinu bol jednoducho prinútený ísť na tie vaše testy!!!!! tak o akej dôvere to rozprávate????? hnus!!!!!
1,policajti či vojaci pri kontrole môžu od vás žiadať iba občiansky preukaz
0,ďakujeme pán premiér. veľa šťastia v ďalšom úsilí pre záchranu životov občanov sraj napriek útokom nezodpovedných živlov.
1,o dobrovoľnosti nemôže byť reč 
1,ľudia sa šli testovať koli vasmu psychickému natlaku lebo by nemohli ísť do práce lebo ste ich vydierali nič iné neviete  len vydierať a vyhrážať sa
1,"""...že boj o zdravie a životy stojí nad trápnučkým politikárčením..."""" - svätá pravda."""""""
1,je mozne odmietnut niekoho otestovat?
1,veď vy nás zastrašujete
1,pán premiér
1,čitate vobec komentare?
1,bodaj by sa nedávali testovať keď vydierate ľudí fuj
1,dobrovoľne nasilu!
1,napriek vašim zastrašovaniam????
1,dobrovolne
1,pan
1,z kedysi hrdych oravcov sa stali poslusni panacikovia
1,dufam ze zvladnete otestovat cele slovensko
1,keď výsledok vyjde pozitívny
1,tak to znie ako riadne psycho...povedat ludom
1,čo zase klameš? veď tie tvoje testovacie miestnosti zívajú prázdnotou! počul som to od niekoho...
1,už by som ho nikdy nevolila
1,a ja vam
1,pan premier napriek útokom a nedôvery vidno ze ľuďom zalezi na ich zdraviu a to bol vas cieľ dokázali ste to mame výborných organizátorov a opozičný môžu len závidieť a tak držím palce nech je cele slovensko pretestovane ďakujem vám všetkým
0,vyborne p.premier vynikajuca robota.drzim palce na celoplosne testovanie.
1,ty penize ktere jste do toho nesmyslu investovali
0,už sa neviem dočkať testovania. aby som vedela na čom som.
1,dobrovolne nasilu ze
1,nikdy neodolate pokuseniu rozostvavat ludi a zivit konfrontaciu. nestacilo podakovat? musite sa zakazdym do niekoho navazat? toto z vas robi maloformatoveho populistu a takto nikdy nebudete statnik
1,človeče!! oni tam neboli pre tvoje krásne oči ale pod hrozbou straty zamestnania a príjmu!!
1, tu ste mali vopchať tích viac ako 40 mil.a nie ich vopchať s nejakou tyčinkou aj zdravím ľuďom do nosa!!!
1,politikárčil si ešte za pellého
1,zastrašovaniam ???!!! to akože fakt ???!!! veď ste to práve vy pán premiér !!!
1,budú
1,dokonale
1, ľudia vy aj premýšľate nad tým čo tu píšete jeden druhému ?to sme dopadli tento národ. kristus si musí oči šmirglovať
1,ty hnoj  posratý
1,ján baránek (politický analytik): tak si to teda zrekapitulujme. keď  prvý týždeň zistíme
1,toto by si naozaj zasluzilo nejak reagovat alebo nie?
1,co keby ste si znizili plat o 39
