tweet,label
no a keď tam pred osobou x bude v miestnosti niekto chorý,1
mam rada ludi co si vedia robit srandu aj zo seba,1
pozeraj a uč sa ako majú vyzerať informácie o šírení nákazy : ,1
121 000,1
a príde  aj  doktor mengela? robím si srandu.,1
neskoro,1
konecne sa spojte vihote matovica,1
také pokrytecké ....poslanci,1
pomáhaš nám byť ešte chudobnejšími.,1
juraj,1
last time budes in da  leopoldov !,1
božie mlyny melú pomaly ale isto.............,1
fico je profesionál.,1
akakolvek smrt je smutna. ci uz z choroby alebo urazu. onedlho zomrieme vsetcia zo striktnych podmienok,1
vam by tu mali zakazat co i len tuknut... ‍‍‍‍,1
ooo najzodpovednejsi kovid bojovnik igor čo nosí rusko hlavne na svadbach.co tak napísať že z 38 miliónov pozitívne testovanych sa vyliečilo 28 miliónov a zomrelo niečo cez milión za rok z  kovidom a nie na kovid a denne zomrie na vsetky ine choroby od 600 000 ludi staci pozriet word population a čo tak napísať že koľko hospitalizovanych je bez príznakov ci vsetko je konspiracia a iba velky igor hlasa pravdu a stačí dať fotky ľudí na rakovinu čo lezia z hadickami infúzii a nakazat ľuďom aby nosili hrniec na hlave že ich ochráni a slzy do očí a celý národ nášmu kovid bojovníkovi zatleska a kto s ním nesúhlasí ako sulik tak je idiot alebo  vymlete fasisticke hlavy lebo nás veľký oňi igor najväčší je ten najzodpovednejsi strašiak na svete.ze bu bu bu všetci umriere a popritom umiera iba ekonomika a ľudia strácajú prácu a odvratitelne choroby už zrazu nevadía a liečenie v rakúsku podľa sľúbov najväčšieho igora  lebo korona nadovšetko  a medzitým nejaké tie 600 000 zmenky do arcy kým sa ľud,1
good one,1
niekto má potrebu ľudí odrádzať od nezmyslov ,1
ko..t,1
takze teraz mame byt vsetci zamknuty ako on?,1
strč si tu paličku vieš kde....idiot.,1
k muru a odjebat!,1
dufam ze svoj test a jeho vysledok uvidi  kazdy jeden otestovany pri vypisovani certifikatu na vlastne oci!,1
heger si skončil..,1
ano toti je cesta len si pomylil smer. nie k slobode ale do riti.,1
a už videli to video ozbrojených síl kde si testovaný subjekt palcom utrie ten osoplený nos a potom všetko okolo pochytá??,1
pan matovic..neporusujete nahodou chartu osn???ako si dovolujete pachat na nas ludoch tieto otrasne ciny???a nezabudnite ma zablokovat!!!treba sa proti vam postavit..slovensko ide o nasu buducnost..!!!!,1
a koho to zaujíma?,1
igorko,1
leda tak v tvojej hlave!,1
chuuj,1
mate pravdu treba dat zalogi na ustavni sud a nech ho zatvorit ads bude cierni,1
slovenská lekárska komora (slk) v stredu (28. 10.) vyzvala vládu sr k tomu,1
a škulila na všetky strany,1
už je s kičurom,1
celý ty keď stebou niekto nesúhlasí. pekná práca,1
krutá realita.... čo majú povedať slobodné ,1
pán premiér,1
robi ezt nem gondoltam volna rólad,1
"who už preformulovala pandémiu"""" na virózu! a vám",1
vaše blahorodie,1
hahahaha zabijak,1
mna by zaujimalo odkial berie tolko ludi kazdy den,1
asi tak,1
igor hlupák,1
"neplacte pan premier.. lebo vela by ste sa naplakali nad tymi co zmreli ze sa nedostali vcas na vysetrenia kvoli panike z  pandemie"""" .. kazdy zivot sa rata.. ci s covidom ci bez",1
scifi bol aj film ostrov dr. moreaua - a mám silný pocit že po svete reálne chodí zopár takých šialencov,1
nejako sa ti to rozpadá  šéfko karma je sviňa ale ak na tlačovke zatrasieš ľútostivo hlasom - možno zase niekto uverí,1
pan premier,1
 a tento? bol pomáhať testovať?,1
zodovedny je aj ten,1
ja už nemôžem on fakt huli,1
úžasný si ty na psychiatriu,1
zdielam takto,1
tu es un abruti a aj arogantný,1
ste mega klamar a podvodnik.a ako vzdy cez mrtvoly,1
chcel by som vediet,1
pan premier,1
ze tajna operacia,1
véd pravdu vravi,1
keď mohol fico zvolať bezpečnostnú radu pre dlažobne kocky ktoré sa tam povaľovali,1
po teba kedy prídu?,1
opatrenia sa prejavia za 3-4 týždne...nerozumiem čo tu týmto chcel pán povedať...... treba sledovať dáta bez pátosu.... ,1
igorko si trápny nie ako premiér ale ako človek. pevne verím,1
vynikajuco napisane !!!,1
kapacitapročko vie o čom sa jedna aj celá koalícia bla bla bla,1
a mikas sa uz  bpji  ti nieco podpisat  ?? kde je,1
nerozumiem jednej veci: prečo každý,1
keby ste vy mali riadiť skutočnú normandiu,1
co ma pacient po operacii z vasich fotiek,1
toto je naozaj na hlavu! celé médiá. len diskreditovať a ohovárať to im ide najlepšie.,1
igor schovaj sa,1
ja by som chcela vedieť,1
co su to zas za vyhrazky? bud testy alebo lockdown? to sa uz ozaj na nic ine nezmozete,1
ludia sa rozhodli inak,1
každý ti sere curak a budeme poslúchať to čo káže naša prezidentka.si nula a nula zostanes,1
nemôžeme byť diskriminovaní za neúčasť na dobrovoľnej akcii štátu!!! týmto dochádza k porušeniu medzinárodnej charty práv občanov! navyše vynútených armádov vlastnej krajiny,1
falošný ako mačacie zlato.,1
to je dobre ze su taky ochotny kwd vastny robia len hanbu ako pan kolar ficov clovek,1
toto je korupcia,1
ty zistíš svoju slobodu vtedy keď preletíš portálom a ocitneš sa v astrale,1
od začiatku pandemie nakazených 22 300 pacientov z toho je k dnešnému dňu 66 úmrtí to je 0,1
aha a zrazu je novinár dobrý,1
#knockout,1
ty potkan pojebany!!!,1
všetko ok ale tie propagandistické fotky v oblečení ako zdravotník ste si mohol odpustiť to sa možno tak podobá respektíve to možno tak robí severokórejský vodca takéto propagandistické fotky,1
prvé?? po 7 mesiacoch?? radšej by som bola ticho a rýchlo pomoc schválila aj spätne,1
ach jaj no ,1
s tvojou angličtinou pál do kokota aj s tvojou osobou aj keď kritika teba nevytoci len ti to pomôže,1
veď čo od nej chceme? z večera do rana nikomu nenatiekol rozum oni vedeli iba kritizovať nič viacej teraz je vidieť ich neschopnosť,1
prišli zo strachu a kvôli vyhrážkam,1
pod tlakom kktčas sa ti kráti a budeš súdený ty trnavský zapredanec,1
ty kat slovenska zabudni ze sa dame odtestovat alebo cipovat.,1
mohli by ta spravit premierom eu igor,1
igor ti si uplny debil.nedokazal by si manazovat ani detsku skolku tym ju nechcem znevazovat,1
väčšiu haluz ako dnes ste ešte nevypustili. budete s ňou na svete prvý a stanete sa prvým slovenským celoslovenským a celosvetovým kok...tom! zrejme vám ide práve o to,1
ak   hrdinovia ,1
pán premiér idete niečo robiť a nemáte to zabezpečené,1
pan fico zastavte konecne toho hysterika,1
chcem ale upozorniť,1
ľudia by sa mali chrániť v prvom rade pred vami  človek nezomrie na koronu (ak nejaká je),1
točíš kolotoč a kýveš sa do rytmu,1
tak teraz ste výrazne pánovi sulíkovi pomohol pán premiér. ľud si myslel,1
chranit sa treba ale od teba,1
tak čo si sa ešte nedal testovať,1
#nepokazmesito,1
ďakujem za info pan premiér a budem zodpovedná a aj som na test pôjdem,1
na vine sú politici. iba ste sa prizerali,1
pán premiér,1
igor,1
uz ti preplo uplne? ty si ries najprv svoju krajinu igorko,1
dať radšej každej domácnosti 1000€ nech zostane mesiac doma by nebolo lepšie?,1
nikto nepoklada covid za chripôčku ako to olano omiela. vsetci vieme,1
tak skúste zatvoriť aj základné školy a materské škôlky všetko necháte zatvorené a tam kde je najviac deti to necháte otvorené,1
veď mi ti zareptame,1
co su to zas za vyhrazky? bud testy alebo lockdown? to sa uz ozaj na nic ine nezmozete,1
haló malé- véľké,1
plus jeden deň je mínus zdravý rozum. bulvárne sr..ky.,1
jedna zaujímavá otázka tak trochu komplikovanejšia: dcéra ktorá nebýva aktuálne doma ale trvalé bydlisko ešte má u nás nejde sa dať testovať,1
som zvedavy ako budu na teba pozerat ked v tom pocasi bude 50% ludi chorych na chripku alebo nebodaj na zapal pluc!.. ..jaaj to bude vlastne corona nie chripka!!debile!,1
pán igor matovic to čo stym zdieľaným,1
veď o toto vám šlo,1
"je nanajvýš trápne ak sa v 21. storočí dospelý chlap nechá oslovovať posledný križiak"""". pochopil by som to pri nejakej fanatickej sekte ale nie pri členovi parlamentu. aj keď v prípade jeho backgroundu to je asi jedno. ",1
dobrý deň pán premiér. problémom nemusí byť nedostatok zdravotných dobrovoľníkov,1
pán politik a vy čo okrem kritiky,1
bože,1
tomi sa hovori uplatkarstvo korupcia!,1
vy,1
no mali sa od koho učiť,1
ja mám len potravinársky preukaz. je to akceptovatelne? :),1
fuj hamba,1
tu je tvoj pokus matelko...,1
výrazne znižuje šancu,1
a my pomozeme o chvilu tebe,1
trepete 2 na 3 pán premiér vírus ako prišiel odíde a telo si spraví imunitu samo bohužiaľ oslabená imunita to znáša ťažšie a aj tak spravíte lokdown tak načo sa tu hráte predtým ste nás všetkých nazvali psami čo stekajú za plotom a teraz chcete po.oc nasrať vy nie ste môj premiér nevolil som vás a ani na to nemáte len lož a sama lož nič iné ale dokedy v to budú ľudia žrať vláda má povinnosti ľudia práva tak si to neotacajte,1
nech im uz daju konecne pokoj tahaju jak kone co este od nich chcu aby plnili sny primitivov,1
správajte sa slušne pan matovic a neurazajte svojich koaličných partnerov. nielen richarda sulíka ale všetkých občanov zaujíma,1
toto už nestačí len zvolávať tlačovky už nestačí konajte,1
zruste ho uz konecne psychopata matelka,1
treba zrušiť zdržanie sa hlasovania,1
sa čudujete veď on už hrá s nimi len sliepky to nevidia veď už ho pretlačaju  ako kisku len aby nepadol na hubu ako kiska,1
troška ti jebe na hlavu že,1
5 statusov v priebehu 24 h? to ani ja nedam a nie som premierom statu!,1
hovorila lebo fico prázdna spajza ja by som povedal prázdna hlava.,1
zastavte prosím celoplošne testovanie a konečne sa už vzdajte funkcie premiéra sr vďaka vám je slovenský národ v zúfalom stave prosím vás zrušte testy a odstúpte !!!,1
pacient-premier,1
pozor!!! niekto si z nás,1
#bezmatovičatodame,1
motole nepovedalo že sú testy dobre ale že sú nespoľahlivé a on si to otočil podľa svojhovýsledky studie jsou opravdu daleko za očekáváním. celková senzitivita antigenních testů se podle našeho zjištění pohybuje pod hranicí 70 %. náš odhad byl přitom zhruba 85 %,1
matovičov koniec! je nereálne logisticky zabezpečiť akciu celoplošného testovania za 2-3 týždne! ešte raz – nereálne!na zhruba 4 milióny odberov potrebuje štát zapojiť len do prevedenia  samotnej akcie /nie prípravy,1
igor odpískajte to. stále vám nedochádza aký bordel tu bude od pondelka keď polovica ľudí nebude otestovaná?,1
držím palce,1
a diktator premier sa kedy da otestovat,1
igor matovic a ty 0 iq,1
no a najviac ich trapi,1
chlapče zlatý keďže som živnostníčka a pravdepodobne sa nedostanem do práce!!tak ,1
ty si posadnutý človek a egoista strašný,1
a budú tam aj policajti a vojaci ...17hodin stať v koncentrácii nakazených ,1
takúto idiotinu iba chora hlava vymyslí zlodej a podvodník takto koná ,1
ale pcr test nerozlisuje ci mate virus chripky alebo covid,1
nech povie pravdu naco zomrel a nie zase ojebava ludi,1
príďte aj do trstenej,1
zmrdi bohaty chtěji ještě vic vydělavat a chudy lidi jsou bez prace do piči ....tak kde je teda ta spravedlivost patkani zasraný,1
už sa tesim ked tak dopadnes aj ty ,1
danehonpana by mali jednoznacne zavriet a kazdy den mu nostek pretierat z vnutra tymi molekulami a dat live na i stagram,1
kdyz byste lidi nevidiral fungovalo by to,1
politici by sa mali testovať ako prvý. aby boli ako vzor pre ostatných. v druhom rade ľudia z osád pretože v nich nemajú také hygienické podmienky a tam je najvyššie riziko nákazy.,1
este ze boris neviezol troskovu,1
preco len rozpravate ane robite nic?,1
utkvela predstava dusevne naruseneho jedinca,1
zabudla,1
nepojdem sa vystavit riziku,1
ah... tak uz viem preco ten zakaz vychadzania na svk,1
presne tak igor  urobil si z toho celostastne divadlo a naramne sa na tom zabavas  do nemecka si uz volal,1
van tajm nekst tajm? ohhh,1
to akože teraz može tzv.vyter z nosa urobiť ktokoľvek ?,1
a vojaci a policajti čo?! tí si nezaslúžia vari? veď tam budú strašiť od božieho rána do večera - či im stačí pochvala pred vaším obrazom?!,1
mily pane,1
nevadi ze po vasej minulotyzdnpvej akcii mame 300 nakazenych vojakov? tak potrebujeme aj zdravotnikov...,1
a vôbec sa mi nepáči,1
propaganda,1
pán matovič,1
ja sa hanbím za vás,1
sám tu bojuješ s veternými mlynmi,1
vodu kážeš a víno piješ!!!  dávate nejaké nariadenia a sami ich nedodržujete čo ste boli na svatbe to by som pochopil ale povoliť glopsec??? halooooo a potom obyčajných ľudí ide moralizovať že su nezodpovední??? sa už zobuďte,1
do puce! v handlovej cakanie od 5:30do11:30 namiesto 14odbernych otvorili  3. ludia hadam 17.xi.matovica v uliciach odvolame!,1
môj dojem je z toho taký ,1
no takže asi takto slovensko je stále demokratická krajina a stále mam pravo rozhodnúť sa co budem a co nebudem robiť. sloboda známena že sa môžem rozhodnúť a keďže premiérkou si myslí že ide zo seba robiť diktátora tak je na veľkom omyle lebo si pomýlil krajinu mi sme slovensko a nie severná korea.,1
držím vám palce. zosaďte vládu.,1
pán premiérovič oyebovič zmatkovič pokutovič a kto dá pokutu poslancom za to,1
pan.premier,1
ako skvelé zorganizovaná akcia fakt v batke pri rimavskej sobote keby sa aj chceli testovať nikto tam nie je od rána tam stoja v nitre si na jednom mieste urobili prestávku do 13 nemá kto vymeniť ľudí takže tuším tak skvele za toto by ste mal dostať sankcie vy nahnať ľudí testovať a aj ty čo chcú dobrovoľne akože nemá ich kto testovať,1
mily pane,1
toto je status premiéra? samozrejme,1
a vy neviete písať? sorry ale s dislexiu to zvládam lepšie a eq je super,1
prosím vás začnite radšej psychotestami vo vláde a začnite od seba pán premiér. prispejem vám aj z toho mála čo mám.  lebo vaše zranené dieťatko vo vnútri potrebuje opateru. akoby dieťaťu nezrelému dali do ruky zbraň,1
nebola to len dalsia otazka v aj mudry schybi? lebo podla hlasu to je tento ‍ ,1
cestu ku slobode hľadá len ten,1
"cesta k slobode"""" ak sa snažíte v ľuďoch vzbudiť pocit",1
ty idiot ukáž koľko ľudí trpí na rakovinu,1
ty neskončíš svoje vyčínanie ,1
čo som to započul v rádií o možnej demisii?? blázniš igor..??!!,1
som sa z chuti zasmiala,1
prišli,1
trénuješ už  beh na dlhé trate koma?????    sa ti zijde.....,1
haha grc hieny,1
pán fico ani za vašej vlády som nepocítil že sa moja rodina má lepšie ,1
"tak ako sa testuju hračky pre deti a vsetken tovar či nieje zavadny pre naše zdravie """"tak sa pytam slušne i tento bordel je otestovany ",1
takéto klamstvo celé ,1
hlavne že si nechal otvorene exekutorske urady,1
a vy sa bijete proti komu,1
niektorym jednoduchsim slovakom pod vplyvom motkovicovych bubliniek a kacic o kradnuti,1
nech sa testuje,1
mna by zaujimalo co dostane ten dalsi personal  okolo ..,1
prečo sa robíte že toto neviete???who znížila mortalitu covidu na virózu 0.23....to je nenormálne čo vy robíte.,1
na totalny lockdown zabudni!!!! môžeš potom začať strielať!!!!,1
posledný pokus neexistuje . a pokusy mimochodom ,1
koľko máš percent z každého testovania? testuj do 5000 ľudí denne a tvoj kĺzavý médián bude 500. zrazu ako nám zázračne narástlo testovanie na skoro 10.000 denne? ja sa osobne za teba hanbím. ani sulik mi nesedí,1
toto že je normálne bože pomôž im,1
testovať ja sa nebudem. a toto ako je možné p matovič? ako sú tak presné testy?,1
prečo keď oznamujete takéto opatrenia,1
chuj time v tvojej hlave,1
chod uz dpc ty degener ,1
to bol zlom že sme sa rozdelili terax sme takto dopadli.,1
ste prvý kto dokázal rozdeliť republiku,1
bezpečné testovanie nech vás ani nenapadne tam ísť: ,1
beteg vagy igor. súlyos beteg.,1
solidarne by bolo podelit sa s tymi 50m,1
záleží od toho kto to bude robiť.. lebo niektorí sú ako masochisti tvl..  inak koľko tyčiniek už prešlo vašim nosom? niektorých som postrehla že sa dali testovať ale vás ešte nie.. a to tu dávate všetko..,1
sedlacka a pan politik,1
už sa nevie dočkať.,1
toto už nie. boris f. píše ako riaditeľ zemegule ( ináč mám pocit,1
treba kompletne vycistit augiasov chliev,1
ja nesúhlasím s tým,1
a teraz budeme chodit tyzden po tyzdni alebo,1
mate pravdu treba dat zalogi na ustavni sud a nech ho zatvorit ads bude cierni,1
ľudia spametajme sa nie sme jeho podaný nech príkazuje a zakazuje svojim deťom a pavlinke,1
kôň  je kôň,1
remišova má odvahu ukázať svoju hlúposť.,1
máte pravdu nikto nejde na testovanie pojebali o peniaze,1
dobré ránko mo pral,1
otázka ?keď ľudia nepôjdu na testy ani do karantény ako sa to zistí,1
ježiš dosť už. najprv donútiš republiku ísť na testy,1
pán. fico pomožte nám mativiča aj tú jeho zatvoriť. a tych chudákov čo nás zatvarajú doma tiež   sú to baculatý a strapatý,1
ak má byť toto tá najlepšia vláda v histórii slovenska,1
prepáčte pán fico,1
uprava statusu uz prebehla,1
boze tato kreatura sprosta,1
pán premiér,1
táto fraška je trápna! obyčajne divadlo!,1
už by si mohol prestať tliachať o zodpevodnosti a hádzať vinu na ľudí furt a stále dokola!to,1
asi podam trestné oznámenie,1
nech si idu.ja nejdem,1
choť do zatku magore.,1
idz do pice,1
už daj pokoj a neotravuj furt z picovinamy boha ty chuj jebnuty !ked sa nudíš tá jeb zo ženou a vypisuj picoviny boha !!!,1
to mi voľáko nevychádza. aha,1
v lete korona bola tiež na dovolenke vtedy nič sa nedialo žiadny nakazený nič a zase v zime prišla záhadná je ta korona,1
 klameš a zavádzaš igor,1
"len malý dotaz ...kde bola ta ostražitosť cez leto ??? kéď všetci  dborníci """"varovali že príde druhá vlna a bude oveľa horšia ???  vy tu teraz vyzývate ľudí k ostražitosti ??? ja ako popierač kovidu na žiadny kovid neverím",1
zlatý fico možno zlodej ale asoi. robil politiku ale toto!?! kradnete robite hanbu a okolo politiky sa ani nešlo,1
tak choď do maďarska ty koko.. nie si nič iné ako zradca a vlastizradca,1
aj teba to caka!!!! uz aby to bolo!!!!!!!,1
treba rýchle minúť hrackarske testy,1
všetkych nadrbať za dva dni na hromadu toto je hodne na takeho chuja nemam ani slov posledny status na tvoju osobu už som si ťa 2 krat blokol a stale ten tvoj ksicht mi tu svieti ani bloknuť mi ťa nejde to čo už je ty odpad,1
nepokazme si to,1
blokujem ta!!!!!!!!!!!!,1
vy hovoríte o zodpovednosti? zodpovednosť typu všetko sa zavrie a ľudia nech skončia na ulici? vy hovoríte o zodpovednosti,1
ako si dovoľujete napísať že prezidentka trúbi ona len všetko dáva dokopy narozdel od vás čo len ľudí privádzate do šialenstvá s vašimi rečami,1
dubnica nad váhom,1
nezmyselné vyhodené peniaze na test vráti sa to starých kolaji,1
je uplne jedno co rozpravate,1
mário rázusový martákovýranený štátny rozpočetmatovič má na sebe maskáčebozkáva pavlínkine evráčepavlínka pavlínka riekni miodkiaľ berieš evráče celé dnipozrela pavlínka do šufľaopätovala pohľady na truľaprtitisla evráče do kúta:bola som na fica krutávliezla som mu do postieľkypriviedla mu spánok priveľkýevráče som mu ukradla z domubojí sa nepovedal to nikomučo? skríkol matovič na skalyčo?? skaly trikrát zvolaliči sa ti dobre nedarí?madam nambr van v chotári?mám pre teba nápad preveľkýuž nemusíš s ficom do postieľkynárod otestujeme jak sa patríhračkárskymi testami po evricenu zvýšime tak päť krátzarobíme prachov azapátstopy zahladíme fantastickyminuté testy ako vždyckyhodíme pekne do dunajašuflíčky prasknú ajajaja!!!testovanie hotové už je lenplakal štátny rozpočet celý deňplakali občania v horúčkachkovid sa rozšíril aj cez rúškamatoviča koroňa zasiahla tiežskapíňa v bolestiach ostošesťnakradnuté prachy si neužijeduša mu z tela unikla,1
a pred tým nie?,1
tak naco tie manevre igino,1
kedy to uz pochopite,1
pan premiér nedali ste nam na výber prečo ste to nedali naživo keď sa tam viete všetci vedľa seba postaviť jak tajtrikovia vedľa seba len aby bol každý na zabere bez odstupu prečo není naživo ako ste sa dali všetci oddtestovat?,1
zradilo nas anglicko s francuzskom a netreba zabudat na spinavu politiku polska !!!,1
otvorený list prezidentke slovenskej republiky zuzane čaputovejvážená pani prezidentka,1
aký covid ty tupelo. chceš nás zničiť a predať imperialistom.,1
a škulila na všetky strany,1
nuz fica som nikdy nevolil a ani  nebudem,1
ako tieto nepresne testy zachrania slovensko?,1
ta nevie nič len kokta,1
veď o toto vám šlo,1
a co su to hoaxy?to aby ste zacali patrať co hoaxy naozaj su,1
držím palce pán premiér pri diskusii na denníku n keď ste prejavili dávku pokory ste boli veľký sympaták,1
!!! milý pane! musíte si v zrychlenom konaní ešte upraviť pár zákonov a najlepšie hneď zajtra!!! celoplošné testovanie na covid-19 je dobrovoľné. podľa zákona policajti ani akékoľvek štátne orgány nie sú oprávnené požadovať informácie o vašom zdravotnom stave a predloženie výsledku vášho testovania,1
snina sa caka vsade vyse 2,1
a co tak sa pozriet po cine tam by ich  mozno bolo zohnat lacnejsie..,1
igor matovic,1
ešte stále dakomu do fašistov nadávaš igor?,1
hlupak hlupáka pozná !,1
v parlamentnom bufete nudzovy stav naplati smradi?,1
po včerajšej akože tlačovke ste nemohli klesnúť ešte nižšie v očiach občanov. verím,1
mečiar,1
ty už prestan osočovať ludi debil,1
neboj fuhrer my negatívni vieme co mame robit,1
okrem toho,1
inak povedané,1
este keby ste sa ospravedlnil jej priamo a nie na fb.lebo toto robite len pre seba a seba prezentaciu.,1
dobrovolne nasilu ... o tom to je! ty chory dement!,1
koho to zaujíma co si madari myslia? radsej sa staraj o slovensko a nie ine štáty ty ťuľko.,1
a čipovať sa začne kedy ?,1
tysociopatickasracka,1
pán fico,1
sa mozte hanbit ze si to takto vazite.,1
úžasné prirovnanie,1
volajme ho napriklad tomas,1
cynicka obluda... vytka politický kapitál ešte aj zo smrti človeka,1
vzdy sa najde nejaky kolaborant ktory poslusne vykona akykolvek prikaz,1
dobre tlači usa že koník,1
už trim pysk,1
ak igor ponuka za pozitivny test 20 eur ,1
no nemali moc na vyber!!!!!!!!!!!,1
daj všetkým ktorí pracujú!,1
matovic preboha uz prestan kydat na kazdeho. len ty mozes mat pravdu nikto iny.zase riesis sam seba   len aby si bol hviezda.ty si chorobne zakerny clovek.,1
jednu vec ale nechapem - preco chcete kontrolovat hranice az po druhom pretestovani? to je cisty nezmysel. vsak vyzadujte pri vstupe vysledok pcr/antigenoveho testu a je - nemusite testovat priamo na hraniciach hned.,1
áno to vidíme ako sťe pripravený,1
ako vysvetlite pan premier,1
#mafiipokrku??????skôr by sa malo používať #zaleziminaľuďochapomôžemim,1
tak ci tak,1
toto je nonsens taketo sprostosti tu riesite ale to ze zdravotnici melu z posledneho je vam jedno..ze starostovia robia co mozu je vam tiez jedno len nakazat,1
ešte dobre že už neoznamuješ kedy sa ideš vysíkať bože môj ,1
krásne nás odrbali! zmysel testovania? si negativ,1
je smutné,1
ako propaganda dobré - 100 bodov. za blbosť 100 000 bodov.tak sa pozrime,1
"to mi pripomína len"""" slovo mojej dcéry prepáč. neuvedomuje si čo to znamená",1
jediný kto je tu trápnucky si iba ty,1
pán premiér a vy si za svojimi slovami stojíte ak áno tak čakáme na vašu demisiu,1
pan fico  nehovorte stale dookola. ale. konajte uz aj nieco robte ved ste dobri pravnik,1
a čo ľudia ktorí kôli tebe ostali bez príjmu?tých motivovať netreba ?len trestať ak sa nedostavia na testovanie,1
iný zárobok.,1
ako sa hovorí,1
v prvom rade by ste mali poďakovať ľuďom,1
vracia sa vam vsetko ako bumerang mily pan premier,1
pan anketar,1
opakovaný vtip už neni vtip je to trápne ako celá táto vláda čo toto vymyslela a vlastne zneužila všetkých občanov...,1
mi slováci sme sprostí sme ho volili a máme čo sme chceli načisto nás zničí všetkých  že zákaz vychádzania to akože nemôžem byť so svojím priateľom keď nemôžme chodiť po okresoch  ako mám bez neho vydržať,1
koľkokrát vám ju už niekto vrazil do nosa ?,1
bol 14dni,1
chcel by som vidieť video,1
dobrý anjel. ‍,1
treba zmeny na gp ,1
evian moon2020-10-31 21:44:21je zrejme,1
igorko na návrh prezidentky ju zvolávaš,1
ty môžes zachrániť nie tovky,1
......takto to vyzerá,1
nikto nevie o ničom hlavňe vedia že beru veľke milóny akože na vírus veď jasné treba sa nabaliť lebo sk vychadza z únie odkial budu ťažit ....,1
gratulujem.... bolo to správne rozhodnutie!!!!,1
iba ak tvoj lockdown,1
som zodpovedna. takže nepôjem.ten kto sa zučastni,1
‍ daj mu rozum pane bože,1
nuž malý národ,1
ty si iný kokot matovič.aj tie nohy má obviazane lebo covid.,1
p.fico mohli ste sa aj pridat k protestu aj s celou opoziciou a nie cakat a dufat,1
nemozem uverit ze par hodin pred celoplosnym testovanim zhanate zdravotnikovved ste to mali premyslene nie?ci ide vam len o prvenstvo a statusy..minuly vikend ste hovorili ze je vysoka falosna negativita antigenovych testov a teraz to uz neplati?kedze od 2/11 ti s negativnym testom z celoplosneho testovania mozu kamkolvek?!i am lost please one time again...or next time?,1
matelko matelko..co teba caka ta neminie.,1
sa zábavas,1
tam kde dnes budeme skor ci neskor tak ci tak... treba vymysliet iny plan ako dozivotny zakaz vychadzania a onahubkovanie ...,1
a kam pôjdete teraz pomáhať s testovaním....,1
este iba par hodin testovania a uz sa media blaznia???!!! ved pockat treba aspon dva tyzdne na celkove vysledky a nie podliehat predcasnej euforii!!! nikto po prvom dni nemoze vediet ci to zastavi zaplnanie nemocnic ktorych mame malo a hlavne mame malo sestier lekarov lebo sa setri na ich platoch ale na predrazenych pristrojoch liekoch pomockach sa plytva dalej aj sa bude lebo korupcia uplne rozlozila zdravotnictvo!!! lekarov a sestry sme setrenim a rozkradanim vyhnali do zahranicia a teraz sa mam to skaredo vrati!!! ziadne testy neprilakaju zdravotnikov domov!!! po testoch sa prave zaplnia nemocnice este viacej!!! kym budu mat sestry take nizke platy tak ich bude stale nedostatok a nikdy sa nam nevratia!!!,1
kolektivna vina nexsituje podla zakona,1
stracas voličov a nie len to....,1
lenže táto plastová tyčinka neni test na covid. s týmto bude 80% testovaných akože pozitívny!,1
si v koncoch,1
ako? nemértem,1
pán krajniak nech láskavo nedáva na internet nevtipné mémy a robí si svoju robotu poriadne. hra na vzorného konzervatívca ma nezaujíma,1
igor ty vážne zdieľaš po anglicky? prečo?,1
matovič,1
pán matovič si myslí,1
v každej krajine ľudia privítajú,1
"‍ ježiši kriste .. jedine čo robite vyvolavate nenavisť medzi luďmi  vy mate uz dobre naplanovane ako to bude pokracovať a idete to hadzať na protiruškarov""""? a na každeho kto vyjadri iný nazor?!  vy na toto ešte velmi doplatite  a tie fotky to koho tu idete klamať?.. lutujem ludí",1
pozera co za cirkus sa to tu deje,1
podplacanie v priamom prenose - to sme to dotiahli ...prosim vas a po testovani by ste mali nariadit zdravotnikom 3-5 dennu karantenu podla teorie o ´spravani ´ sa covidu.,1
a nikoho netrápi že zamorený blaváci sa každý piatok trepú cez celé slovensko a možno aj to je príčina toho koľko je teraz nakazených ľudí.,1
igor,1
vôbec ho nemusím,1
ty falošný bojovník.... farizej.... koho oblbuješ? ovečky? beeeeeé.... z našich daní bojuješ.....!!!! tebe tak akurát zmiju do ruky a namiesto vládneho kresla si sadni na záchod... nech sa z toho neposereš.... ,1
tolko paaaatosu mesiáš nas. oooo. moj vocca,1
som maďarka žijúca na slovensku nasrať vám,1
kornel,1
len aby sa im tie pokrivene zakony a cistky na sudich a prokurature nevratili ako bumerang....tato vlada tu po nasledujucich volbach nebude a vlada nova bude moct pouzit tieti obuskove zakony voci sudcom ,1
tu uz ani nejde o obmedzovanie osobnej slobody,1
tras sa soboty potkan,1
pan premiér keď sú není zdravotníci.prejdite na plán b testujte najviac postihnuté okresy mesta obce podla dostupnosti ľudí radšej podniky zamestnanci podpora.a dajte každému kto nemá možnosť sa otestovať nemožnosti preplatenie testu u súkromných testovacích firiem šak to nemusí byt pan premier za každú cenu cele slovensko za niekoľko hodín.,1
ale sa vam rozdava z cudzieho,1
už tretíkrát sa pýtam,1
ty potrebuješ čím viac pozitívnych testov,1
bohaaaaa,1
keby to robil ficko to by bolo kriku ako upláca za peniaze daňových poplatníkov pochop za peniaze si všetko nekúpiš,1
